Amount,Hour,V1,V2,V3,V4,V5,TransactionFreq,MerchantDistance,CardholderAge,Class
32.93600589932539,14,-0.07918614114693023,-0.3841332205989121,-0.3945944069912875,-0.6187274233620508,2.4737306291034216,3,67.82189803110158,30,0
119.51225323850176,11,0.3496516337137328,-0.6590866643686134,0.11404079882930504,0.7558338854241189,2.4579966524293377,1,87.81355145754648,59,0
78.2311314255219,15,1.2906862100258403,-1.2710363141410226,-0.6732126983419084,-0.3458790105218018,-0.9789107635292554,3,12.454410377850355,42,0
2.899120232919359,8,-0.35111478683438657,-0.9809527296884268,0.030266816293323395,0.5259325946054099,0.19237971446362745,1,28.693516204412827,57,0
68.85279430116553,12,0.9341269815409725,0.11762081434070193,-0.8073076373988763,-0.8088751954202513,0.679545192137724,1,73.02716326546646,35,0
22.74440713556428,10,0.11086490402343624,-0.9862966105045472,0.46880380992407705,-1.527879253439826,0.3107610835005866,4,35.961288714146555,56,0
12.726550345186878,21,-0.0461661042180197,-0.25106538813888335,0.4836121706202837,-0.8673787259009378,0.010046501673088432,2,72.9576985496534,64,0
82.35169598718407,17,1.0340629563169517,-0.1724308231487343,-0.6417636358072596,-0.6793772369772261,0.16568967416149036,4,44.61098051753856,49,0
50.76073086091899,20,0.7419149843214986,-1.2755334442754007,0.6733900671074874,-0.12426337341249644,0.2012887779843836,1,3.3172131964563034,69,0
6.787900046424965,17,0.5779372965582097,-1.0540155332467,0.7107703391928961,-0.7435779080404368,-0.1426532113575201,4,0.777969597676631,31,0
39.30350358222247,10,0.20210465525646926,0.6564177714974384,-1.409889764595288,0.015279281897234542,1.1895945663757725,1,75.51272426154686,31,0
260.3966792685338,7,-0.40439512295462043,-1.2256843148505718,-1.5800849902474867,-0.29313047588918856,0.40275305870107747,1,16.903313982197155,39,0
28.289728625415744,19,0.2845232838356601,1.0763575462909234,1.008468578001924,-1.0112680490912438,0.402323850906135,4,64.80748636847821,42,0
34.76857717655007,8,1.7640501705071647,0.2520341591968671,-0.08777538355139303,-0.059414738173520554,1.0084252136380325,1,7.685594295745601,63,0
14.078601685465467,10,1.1230110292977487,-0.0415274308011187,0.5865529440796201,-1.2623792917926664,0.7518722780133893,1,71.44976753565084,32,0
21.293526165482355,21,-0.813272287252248,0.7564429737963825,-1.5384221547483004,-0.7482821885355517,0.9885444296734492,2,14.518445937493352,53,0
54.27930341338878,18,2.18076571338819,-0.835283474517337,0.6653918191297132,0.22929113250479888,-0.8878741948201595,1,7.402280239352854,65,0
615.6550557072911,4,-1.237029728572642,4.14403904036681,-3.096612479899787,2.2160157291695155,-2.8676042831694177,7,1322.3423035502633,19,1
59.93595720844859,16,-0.8264348273079964,0.663853902342624,0.46426915594992013,1.4426141761855629,-1.17875173344815,2,52.13331975377512,39,0
41.172593534939864,21,-0.28682763073503736,-0.5540778493004938,1.266539809236512,-0.7985573968398187,1.3633084767567012,3,71.83532658678398,51,0
39.38254255621815,3,-4.604650210524237,3.661684195338765,-2.2683313543601993,3.6283909711840145,-1.028501059252287,15,1739.8319825561796,29,1
9.767354184225383,12,0.4199170017509075,0.04444133366901171,-0.6234705740743189,1.3665707688797957,0.27420347551279844,4,55.808493519992005,71,0
233.13174381229484,21,0.00755588758778325,0.11158392578174237,-0.3992666558699421,-1.4468686512488216,-0.19784092968047026,2,74.86194571575516,70,0
78.2008366368632,11,1.7668036084433343,0.5029101347175888,-0.08088103926642737,0.4702606714562491,-0.6251408900053824,3,16.145740882274062,64,0
108.26816913951427,8,-1.0081692093721777,1.2635375024423534,0.6394850471226065,-0.05487656983230152,-0.5768984370210197,3,33.440514195140935,42,0
110.52195087444387,23,-5.936196912777692,5.393518905110426,-1.911318589228001,1.020672513073538,-1.7600808542346134,11,1501.3867634927874,38,1
38.738973622793054,12,0.5285657627775862,0.13066540988767295,1.6128254505190116,-1.1169907297833381,2.760759550945195,2,51.08489727386225,48,0
42.44794291080513,15,0.5407982182238124,-0.7161834641937272,0.5413695673132873,-0.5517801909315992,1.2257566173963774,3,81.144075200158,28,0
48.40487269849817,8,0.8670467929299679,-0.18245724298099042,2.1243783904790994,-0.3485617587653934,-1.4916792235560323,3,79.41811442456145,58,0
85.64810167427203,18,-0.2926228303711832,-1.9028162865715872,-1.0255462574350425,-0.9954672340667563,2.059689843473557,2,33.21110515004023,49,0
100.30794302214206,14,0.4958574150558455,0.8703165001393138,0.10323560457229686,-1.1804276369232691,-0.35804146201169784,2,41.716725809323975,67,0
